Päivämäärä;Auroransilta;Eteläesplanadi;Huopalahti (asema);Kaisaniemi/Eläintarhanlahti;Kaivokatu;Kulosaaren silta et.;Kulosaaren silta po. ;Kuusisaarentie;Käpylä - Pohjoisbaana;Lauttasaaren silta eteläpuoli;Merikannontie;Munkkiniemen silta eteläpuoli;Munkkiniemi silta pohjoispuoli;Heperian puisto/Ooppera;Pitkäsilta itäpuoli;Pitkäsilta länsipuoli;Lauttasaaren silta pohjoispuoli;Ratapihantie;Viikintie;Baana
la 29 kesä 2019 04:00;3;0;6;3;16;8;8;0;4;25;4;3;3;21;21;16;0;4;;9
la 29 kesä 2019 05:00;2;0;4;5;12;2;5;5;5;12;5;6;1;7;14;9;0;6;;15
la 29 kesä 2019 06:00;5;0;14;14;18;7;19;6;17;28;22;15;8;15;16;6;0;17;;29
la 29 kesä 2019 07:00;10;0;20;17;20;9;19;5;15;28;18;11;12;33;14;12;0;26;;30
la 29 kesä 2019 08:00;20;0;21;17;55;15;22;13;19;64;45;26;16;57;29;16;0;31;;72
la 29 kesä 2019 09:00;43;0;38;42;109;17;38;13;25;109;59;37;19;71;66;36;0;34;;115
la 29 kesä 2019 10:00;57;0;49;56;188;24;82;42;34;147;79;46;40;132;110;64;0;60;;126
la 29 kesä 2019 11:00;92;0;67;96;289;31;89;46;64;182;116;76;28;245;210;140;0;77;;166
la 29 kesä 2019 12:00;116;0;80;131;282;33;106;49;69;245;166;109;47;250;235;147;0;81;;190
la 29 kesä 2019 13:00;99;0;66;77;292;28;126;53;47;244;193;107;63;264;203;118;0;84;;209
la 29 kesä 2019 14:00;105;0;76;99;254;35;108;50;43;244;173;108;59;241;204;131;0;60;;218
la 29 kesä 2019 15:00;81;0;73;90;248;34;126;42;54;207;185;103;47;321;223;134;0;73;;219
la 29 kesä 2019 16:00;81;0;59;112;234;37;115;49;61;225;161;87;48;275;183;124;0;83;;202
la 29 kesä 2019 17:00;83;0;56;95;256;28;107;39;44;208;141;92;50;257;173;104;0;64;;190
la 29 kesä 2019 18:00;57;0;58;82;209;45;80;46;47;182;129;60;55;228;179;106;0;63;;169
la 29 kesä 2019 19:00;81;0;57;85;173;30;106;38;56;182;129;76;59;217;131;133;0;65;;174
la 29 kesä 2019 20:00;49;0;51;60;156;21;66;47;48;156;144;47;51;182;119;105;0;50;;112
la 29 kesä 2019 21:00;30;0;32;60;118;20;77;26;26;107;58;53;35;116;109;86;0;47;;109
la 29 kesä 2019 22:00;15;0;22;46;141;16;60;25;23;77;55;23;19;110;115;93;0;41;;89
la 29 kesä 2019 23:00;22;0;6;27;82;14;45;9;11;65;29;26;11;80;94;82;0;20;;56
su 30 kesä 2019 00:00;12;0;8;25;82;10;30;9;11;51;21;23;16;59;94;84;0;24;;40
su 30 kesä 2019 01:00;13;0;5;28;95;4;22;5;11;47;7;14;11;40;58;73;0;11;;40
su 30 kesä 2019 02:00;10;0;11;14;59;10;12;1;3;47;10;12;3;41;60;55;0;8;;35
su 30 kesä 2019 03:00;10;0;4;8;38;11;20;3;3;24;4;8;6;21;46;34;0;1;;19
su 30 kesä 2019 04:00;3;0;6;8;59;6;12;4;1;36;3;4;2;15;22;36;0;1;;11
su 30 kesä 2019 05:00;3;0;4;5;25;6;9;1;0;20;6;5;4;12;13;24;0;3;;10
su 30 kesä 2019 06:00;8;0;11;4;29;9;18;6;14;17;16;21;10;18;10;14;0;20;;25
su 30 kesä 2019 07:00;3;0;10;13;15;3;11;8;9;19;27;18;5;14;13;4;0;26;;19
su 30 kesä 2019 08:00;17;0;13;12;59;5;27;9;11;31;33;17;12;27;15;10;0;17;;36
su 30 kesä 2019 09:00;23;0;22;20;52;19;32;18;29;58;64;31;17;57;30;20;0;25;;59
su 30 kesä 2019 10:00;56;0;39;43;186;25;60;28;35;114;91;61;15;116;86;41;0;62;;108
su 30 kesä 2019 11:00;98;0;47;67;145;25;109;61;47;166;180;78;44;174;128;80;0;58;;175
su 30 kesä 2019 12:00;96;0;84;91;211;33;141;92;62;244;186;114;64;230;134;89;0;79;;215
su 30 kesä 2019 13:00;120;0;96;78;249;50;153;91;70;287;301;118;82;264;190;103;0;86;;248
su 30 kesä 2019 14:00;125;0;85;87;249;48;153;122;58;319;276;121;89;307;160;100;0;93;;245
su 30 kesä 2019 15:00;111;0;84;105;236;62;174;92;59;283;282;118;65;294;184;105;0;83;;227
su 30 kesä 2019 16:00;120;0;75;136;232;43;171;74;53;248;244;98;75;322;165;101;0;83;;253
su 30 kesä 2019 17:00;135;0;92;127;246;34;150;72;53;258;234;88;66;331;173;114;0;75;;246
su 30 kesä 2019 18:00;121;0;71;89;183;44;159;86;64;263;217;114;73;277;180;116;0;72;;230
su 30 kesä 2019 19:00;102;0;76;63;187;32;147;74;55;217;206;110;49;260;135;94;0;77;;224
su 30 kesä 2019 20:00;69;0;49;59;165;20;92;49;37;184;189;99;49;224;106;70;0;58;;172
su 30 kesä 2019 21:00;35;0;46;38;120;38;88;35;30;93;100;61;47;164;80;65;0;30;;145
su 30 kesä 2019 22:00;21;0;21;25;65;8;58;19;12;70;58;46;20;82;42;49;0;32;;80
su 30 kesä 2019 23:00;14;0;10;14;23;11;30;5;14;42;15;13;9;48;26;35;0;23;;41
ma 1 heinä 2019 00:00;1;0;1;14;29;1;13;1;5;27;6;11;10;26;20;21;0;9;;26
ma 1 heinä 2019 01:00;2;0;5;3;32;5;10;0;4;18;4;2;2;7;30;21;0;8;;17
ma 1 heinä 2019 02:00;3;0;1;0;8;1;1;2;4;5;2;5;3;7;15;12;0;2;;6
ma 1 heinä 2019 03:00;2;0;4;1;8;2;2;3;1;3;2;2;2;2;4;12;0;0;;1
ma 1 heinä 2019 04:00;2;0;7;6;11;0;10;3;2;15;3;3;0;7;4;9;0;8;;16
ma 1 heinä 2019 05:00;8;0;29;17;73;7;24;10;16;28;14;15;8;23;14;8;0;24;;40
ma 1 heinä 2019 06:00;82;0;150;56;80;39;138;62;128;104;101;112;35;87;54;23;0;164;;159
ma 1 heinä 2019 07:00;191;0;285;152;220;75;222;121;223;313;263;279;82;254;181;53;0;308;;366
ma 1 heinä 2019 08:00;269;0;264;213;366;80;276;109;224;486;285;268;97;493;295;83;0;320;;561
ma 1 heinä 2019 09:00;154;0;120;163;315;41;152;32;95;335;177;159;56;421;229;87;0;169;;428
ma 1 heinä 2019 10:00;122;0;71;88;180;32;94;20;54;204;105;82;31;267;175;83;0;86;;237
ma 1 heinä 2019 11:00;126;0;82;80;240;28;122;48;60;187;148;88;36;280;206;99;0;84;;237
ma 1 heinä 2019 12:00;121;0;71;119;270;35;117;49;37;194;180;95;49;289;202;112;0;100;;240
ma 1 heinä 2019 13:00;110;0;84;98;246;32;100;22;52;224;176;98;54;280;187;82;0;91;;237
ma 1 heinä 2019 14:00;97;0;96;104;281;34;135;48;66;226;225;89;47;325;200;127;0;110;;251
ma 1 heinä 2019 15:00;239;0;229;185;455;55;249;68;166;331;334;230;129;452;308;142;0;247;;413
ma 1 heinä 2019 16:00;303;0;329;272;561;101;294;111;252;512;409;298;152;641;468;170;0;339;;619
ma 1 heinä 2019 17:00;273;0;250;239;559;111;282;110;185;506;364;291;103;712;432;156;0;246;;566
ma 1 heinä 2019 18:00;226;0;160;170;414;61;208;116;119;399;304;197;90;543;335;142;0;168;;429
ma 1 heinä 2019 19:00;158;0;104;137;354;42;161;61;84;308;286;192;67;434;234;151;0;105;;301
ma 1 heinä 2019 20:00;94;0;70;93;218;45;127;47;67;222;216;119;81;302;132;104;0;84;;211
ma 1 heinä 2019 21:00;48;0;57;58;123;23;91;29;40;171;132;105;45;184;95;70;0;58;;155
ma 1 heinä 2019 22:00;22;0;33;19;73;19;41;24;17;82;58;56;28;100;41;56;0;29;;102
ma 1 heinä 2019 23:00;16;0;10;16;38;8;25;8;9;53;19;14;6;64;44;39;0;23;;37
ti 2 heinä 2019 00:00;7;0;4;14;38;2;21;2;6;20;6;7;7;20;22;38;0;9;;15
ti 2 heinä 2019 01:00;3;0;2;6;16;4;12;5;4;16;4;6;3;13;8;15;0;7;;11
ti 2 heinä 2019 02:00;0;0;1;0;3;0;9;0;0;7;1;2;0;7;12;7;0;1;;7
ti 2 heinä 2019 03:00;1;0;2;5;2;1;6;0;1;2;2;3;4;3;3;5;0;2;;5
ti 2 heinä 2019 04:00;2;0;6;6;17;5;6;2;0;11;1;3;1;6;3;10;0;9;;17
ti 2 heinä 2019 05:00;8;0;35;10;49;5;20;8;8;18;22;14;7;13;12;8;0;26;;23
ti 2 heinä 2019 06:00;65;0;125;48;122;42;109;44;107;81;103;98;33;72;56;19;0;148;;147
ti 2 heinä 2019 07:00;183;0;227;123;227;62;168;51;181;220;217;249;77;229;141;52;0;259;;334
ti 2 heinä 2019 08:00;213;0;191;159;315;52;212;43;150;323;201;194;70;388;254;72;0;248;;415
ti 2 heinä 2019 09:00;84;0;81;96;206;28;93;33;59;215;102;103;28;264;153;60;0;100;;262
ti 2 heinä 2019 10:00;55;0;38;66;130;18;57;15;36;116;102;45;23;148;98;56;0;78;;153
ti 2 heinä 2019 11:00;41;0;36;40;151;23;66;19;21;107;96;42;23;143;95;55;0;45;;141
ti 2 heinä 2019 12:00;25;0;13;30;92;7;25;3;22;56;36;12;9;93;52;50;0;36;;71
ti 2 heinä 2019 13:00;26;0;22;32;65;8;44;5;14;33;27;12;19;69;43;27;0;35;;65
ti 2 heinä 2019 14:00;29;0;52;50;114;16;38;15;25;95;65;40;29;97;92;41;0;60;;128
ti 2 heinä 2019 15:00;92;0;139;104;226;36;134;39;117;200;177;137;70;224;187;84;0;181;;280
ti 2 heinä 2019 16:00;187;0;225;193;410;63;194;63;169;345;260;214;99;405;307;105;0;258;;462
ti 2 heinä 2019 17:00;181;0;185;197;406;67;215;72;147;375;216;193;86;496;371;129;0;210;;413
ti 2 heinä 2019 18:00;141;0;117;108;277;39;132;51;79;245;168;132;65;382;192;98;0;113;;286
ti 2 heinä 2019 19:00;93;0;86;88;196;29;105;73;57;217;157;111;64;254;140;86;0;78;;206
ti 2 heinä 2019 20:00;56;0;46;59;121;14;84;31;35;145;98;63;49;181;127;58;0;59;;153
ti 2 heinä 2019 21:00;31;0;26;25;50;14;39;11;17;76;64;48;27;109;62;36;0;39;;79
ti 2 heinä 2019 22:00;23;0;24;15;41;8;35;8;11;43;17;22;7;69;26;21;0;35;;52
ti 2 heinä 2019 23:00;7;0;7;8;30;3;15;4;6;22;9;8;6;29;18;34;0;13;;19
ke 3 heinä 2019 00:00;1;0;8;4;17;1;15;1;6;24;5;2;2;15;14;17;0;15;;10
ke 3 heinä 2019 01:00;4;0;0;15;13;4;10;4;1;6;0;1;0;4;10;24;0;8;;12
ke 3 heinä 2019 02:00;1;0;1;0;6;2;1;0;3;15;1;1;2;14;3;8;0;6;;12
ke 3 heinä 2019 03:00;0;0;4;2;4;1;5;0;0;7;0;3;2;0;2;8;0;1;;2
ke 3 heinä 2019 04:00;0;0;6;1;30;1;4;3;1;12;1;4;1;9;10;5;0;10;;11
ke 3 heinä 2019 05:00;12;0;26;11;29;5;9;8;10;18;11;9;5;12;7;8;0;23;;25
ke 3 heinä 2019 06:00;53;0;98;38;84;25;89;23;85;70;73;67;24;57;51;20;0;117;;120
ke 3 heinä 2019 07:00;145;0;209;101;152;47;133;47;139;202;197;195;65;188;103;33;0;213;;283
ke 3 heinä 2019 08:00;189;0;160;133;298;46;189;57;125;302;161;172;69;314;222;74;0;197;;417
ke 3 heinä 2019 09:00;116;0;89;105;261;25;107;28;54;225;130;96;35;291;167;61;0;120;;283
ke 3 heinä 2019 10:00;57;0;45;62;190;12;51;14;45;127;87;67;27;174;119;61;0;62;;196
ke 3 heinä 2019 11:00;62;0;43;60;193;20;69;22;36;127;89;55;28;156;133;78;0;71;;156
ke 3 heinä 2019 12:00;49;0;32;63;202;22;71;44;31;133;125;64;41;173;152;106;0;54;;186
ke 3 heinä 2019 13:00;61;0;47;63;202;17;71;16;31;133;84;57;29;287;148;83;0;52;;176
ke 3 heinä 2019 14:00;72;0;74;75;220;17;80;67;49;142;105;68;48;202;183;106;0;77;;205
ke 3 heinä 2019 15:00;133;0;145;130;283;35;162;47;90;257;242;148;88;287;212;116;0;168;;322
ke 3 heinä 2019 16:00;209;0;225;187;428;48;179;65;154;334;247;189;95;424;332;143;0;194;;459
ke 3 heinä 2019 17:00;214;0;181;190;422;53;196;69;103;367;255;200;90;439;340;149;0;187;;456
ke 3 heinä 2019 18:00;160;0;109;148;328;42;161;63;75;286;174;129;70;356;254;146;0;113;;326
ke 3 heinä 2019 19:00;110;0;86;81;227;28;97;39;61;181;168;121;61;241;204;115;0;82;;236
ke 3 heinä 2019 20:00;77;0;58;88;221;22;90;36;52;168;125;74;56;192;168;89;0;68;;206
ke 3 heinä 2019 21:00;37;0;48;44;113;13;70;18;31;115;83;62;39;141;103;65;0;48;;154
ke 3 heinä 2019 22:00;25;0;27;22;78;12;41;13;13;61;35;28;14;83;55;47;0;37;;69
ke 3 heinä 2019 23:00;9;0;9;21;40;5;19;12;12;52;12;19;12;50;33;48;0;22;;36
to 4 heinä 2019 00:00;3;0;4;8;19;4;13;3;3;18;5;7;4;16;18;27;0;6;;17
to 4 heinä 2019 01:00;1;0;6;3;23;5;4;1;3;10;0;1;8;12;13;27;0;7;;13
to 4 heinä 2019 02:00;0;0;1;3;6;3;1;4;1;6;2;2;3;3;4;5;0;5;;9
to 4 heinä 2019 03:00;0;0;4;2;10;6;0;5;0;7;1;3;2;1;7;5;0;0;;6
to 4 heinä 2019 04:00;1;0;8;3;8;3;7;1;3;8;1;2;1;5;5;13;0;7;;6
to 4 heinä 2019 05:00;14;0;23;9;31;5;19;8;14;28;13;15;3;20;13;4;0;25;;44
to 4 heinä 2019 06:00;71;0;123;56;89;35;109;31;110;94;85;83;42;69;58;31;0;158;;138
to 4 heinä 2019 07:00;167;0;257;106;209;57;202;57;185;276;230;238;72;198;149;58;0;298;;340
to 4 heinä 2019 08:00;246;0;234;192;355;72;226;78;172;397;238;221;70;392;272;81;0;251;;471
to 4 heinä 2019 09:00;130;0;104;132;371;35;123;45;85;275;127;126;44;311;225;90;0;133;;353
to 4 heinä 2019 10:00;79;0;51;77;191;25;80;36;39;170;143;73;36;202;131;82;0;77;;212
to 4 heinä 2019 11:00;121;0;66;70;255;39;121;25;59;181;131;68;36;188;167;75;0;94;;198
to 4 heinä 2019 12:00;76;0;56;79;271;24;134;46;58;201;131;76;50;201;161;110;0;96;;189
to 4 heinä 2019 13:00;96;0;72;61;294;29;84;45;60;181;157;86;56;238;215;113;0;79;;232
to 4 heinä 2019 14:00;99;0;90;121;319;46;116;40;63;223;183;96;49;251;218;106;0;119;;252
to 4 heinä 2019 15:00;149;0;222;163;331;75;201;52;146;263;286;196;95;301;269;127;0;228;;361
to 4 heinä 2019 16:00;255;0;262;234;520;72;266;95;209;447;345;265;126;486;377;122;0;289;;539
to 4 heinä 2019 17:00;205;0;237;232;501;73;213;99;167;423;260;211;97;506;352;162;0;249;;487
to 4 heinä 2019 18:00;177;0;125;148;326;51;168;78;97;320;226;165;81;377;255;165;0;146;;354
to 4 heinä 2019 19:00;112;0;87;93;242;26;122;44;73;262;155;106;61;274;226;113;0;101;;237
to 4 heinä 2019 20:00;83;0;64;100;229;40;109;45;51;171;161;110;66;191;139;90;0;97;;222
to 4 heinä 2019 21:00;51;0;53;49;187;19;72;16;40;138;75;73;34;139;121;75;0;51;;148
to 4 heinä 2019 22:00;34;0;38;37;137;15;34;8;31;88;43;40;19;71;71;61;0;57;;78
to 4 heinä 2019 23:00;6;0;12;26;55;9;20;3;13;64;13;19;10;53;57;62;0;18;;42
pe 5 heinä 2019 00:00;5;0;5;9;28;5;26;2;9;27;10;12;7;22;37;30;0;9;;25
pe 5 heinä 2019 01:00;2;0;3;5;22;4;8;0;4;16;5;8;4;10;22;20;0;6;;18
pe 5 heinä 2019 02:00;0;0;3;2;10;5;8;0;2;7;1;6;3;4;8;11;0;5;;9
pe 5 heinä 2019 03:00;0;0;1;3;3;0;5;1;0;4;0;0;2;6;1;6;0;2;;5
pe 5 heinä 2019 04:00;1;0;5;3;14;3;5;0;0;3;0;2;0;1;7;6;0;5;;6
pe 5 heinä 2019 05:00;5;0;9;2;28;2;6;3;2;9;5;6;0;3;3;3;0;6;;15
pe 5 heinä 2019 06:00;31;0;50;22;53;7;31;9;33;34;43;37;20;38;34;13;0;62;;81
pe 5 heinä 2019 07:00;50;0;79;49;88;24;46;23;52;88;113;130;29;61;39;22;0;86;;128
pe 5 heinä 2019 08:00;91;0;82;78;184;19;83;30;76;198;100;92;37;128;118;40;0;107;;238
pe 5 heinä 2019 09:00;61;0;51;70;238;15;57;26;41;154;73;61;37;185;127;61;0;59;;202
pe 5 heinä 2019 10:00;55;0;19;56;162;22;29;25;21;94;64;25;15;104;88;63;0;49;;127
pe 5 heinä 2019 11:00;51;0;33;97;153;23;55;32;34;117;63;43;26;100;117;75;0;56;;167
pe 5 heinä 2019 12:00;60;0;51;67;209;19;41;21;36;114;59;36;27;143;156;80;0;52;;165
pe 5 heinä 2019 13:00;47;0;40;59;178;12;74;23;34;92;84;43;27;132;113;75;0;66;;144
pe 5 heinä 2019 14:00;66;0;74;70;186;17;90;36;34;120;135;84;27;136;145;115;0;65;;181
pe 5 heinä 2019 15:00;92;0;92;113;310;39;103;36;60;203;170;122;63;243;173;92;0;119;;265
pe 5 heinä 2019 16:00;119;0;109;118;348;37;116;53;91;214;164;110;67;287;246;136;0;130;;313
pe 5 heinä 2019 17:00;115;0;117;132;299;32;100;56;59;228;167;113;57;286;201;112;0;111;;313
pe 5 heinä 2019 18:00;89;0;75;115;293;21;91;52;55;187;107;90;47;243;184;110;0;71;;201
pe 5 heinä 2019 19:00;52;0;32;65;193;13;59;35;31;132;65;60;33;181;140;105;0;39;;165
pe 5 heinä 2019 20:00;44;0;28;51;145;19;50;9;28;99;60;42;29;109;99;92;0;46;;101
pe 5 heinä 2019 21:00;22;0;22;35;74;8;26;16;17;55;34;35;17;79;51;30;0;29;;52
pe 5 heinä 2019 22:00;8;0;9;11;37;2;13;3;4;25;9;8;5;25;32;27;0;12;;28
pe 5 heinä 2019 23:00;2;0;4;2;25;3;5;4;3;23;4;4;5;16;21;11;0;6;;14
la 6 heinä 2019 00:00;1;0;5;3;10;2;7;1;6;13;5;4;4;14;14;14;0;10;;12
la 6 heinä 2019 01:00;1;0;4;8;15;0;6;2;6;7;2;2;2;5;15;17;0;7;;15
la 6 heinä 2019 02:00;1;0;4;1;10;2;7;2;2;7;2;1;1;7;18;22;0;4;;8
la 6 heinä 2019 03:00;0;0;4;4;15;0;2;0;1;10;1;1;0;4;18;11;0;3;;7
la 6 heinä 2019 04:00;2;0;1;3;24;4;2;1;0;6;1;1;0;9;15;12;0;2;;10
la 6 heinä 2019 05:00;7;0;6;6;14;1;3;3;1;8;2;2;3;4;2;14;0;6;;10
la 6 heinä 2019 06:00;6;0;20;5;10;4;17;8;8;16;10;12;7;17;10;5;0;17;;33
la 6 heinä 2019 07:00;13;0;15;8;20;3;18;5;8;17;16;15;9;22;9;6;0;22;;28
la 6 heinä 2019 08:00;13;0;14;13;40;7;21;13;10;31;41;26;7;34;23;11;0;32;;49
la 6 heinä 2019 09:00;36;0;28;37;110;9;28;23;16;62;45;26;15;68;57;34;0;31;;84
la 6 heinä 2019 10:00;47;0;29;39;121;19;46;32;24;89;86;44;29;102;72;54;0;45;;113
la 6 heinä 2019 11:00;64;0;56;49;133;23;65;46;35;124;90;43;37;151;95;60;0;41;;110
la 6 heinä 2019 12:00;74;0;46;58;184;17;73;46;32;152;110;61;40;159;124;87;0;46;;143
la 6 heinä 2019 13:00;66;0;46;70;215;19;67;58;49;159;106;81;25;168;133;73;0;60;;146
la 6 heinä 2019 14:00;78;0;41;58;143;28;111;40;28;150;85;73;25;148;98;72;0;35;;147
la 6 heinä 2019 15:00;32;0;30;28;78;10;35;15;19;59;51;36;23;77;57;35;0;42;;70
la 6 heinä 2019 16:00;16;0;23;27;95;10;34;14;16;52;48;35;19;85;53;45;0;35;;69
la 6 heinä 2019 17:00;29;0;30;33;103;25;50;18;26;59;55;40;22;106;63;49;0;35;;78
la 6 heinä 2019 18:00;46;0;44;44;125;18;49;10;28;93;51;38;25;133;98;68;0;47;;118
la 6 heinä 2019 19:00;39;0;39;44;139;20;63;32;28;69;60;38;24;124;75;53;0;35;;114
la 6 heinä 2019 20:00;31;0;24;41;124;13;48;25;24;92;74;46;21;125;66;73;0;29;;121
la 6 heinä 2019 21:00;26;0;24;33;109;7;44;19;21;74;77;29;15;126;60;79;0;23;;78
la 6 heinä 2019 22:00;12;0;12;27;61;10;32;8;8;54;38;24;9;59;48;57;0;20;;62
la 6 heinä 2019 23:00;8;0;15;15;68;5;31;9;4;48;13;14;6;59;46;60;0;12;;44
su 7 heinä 2019 00:00;7;0;7;14;53;13;15;8;7;46;7;6;6;53;50;57;0;14;;33
su 7 heinä 2019 01:00;11;0;6;10;43;7;10;3;6;30;5;7;5;36;34;33;0;10;;23
su 7 heinä 2019 02:00;5;0;3;10;26;5;9;1;6;21;9;5;6;25;25;29;0;5;;21
su 7 heinä 2019 03:00;1;0;2;10;34;1;3;2;2;14;5;4;0;27;21;39;0;2;;25
su 7 heinä 2019 04:00;1;0;1;7;26;2;6;2;4;21;2;7;3;14;23;31;0;5;;16
su 7 heinä 2019 05:00;3;0;6;3;13;4;9;2;2;11;4;4;0;7;17;20;0;1;;17
su 7 heinä 2019 06:00;6;0;14;4;11;6;12;5;5;16;11;11;13;13;10;12;0;12;;24
su 7 heinä 2019 07:00;8;0;18;5;13;4;12;8;14;9;17;16;11;18;8;5;0;25;;21
su 7 heinä 2019 08:00;12;0;16;8;26;7;21;14;13;33;21;18;10;26;17;13;0;21;;32
su 7 heinä 2019 09:00;31;0;18;16;45;8;27;13;14;57;48;34;11;56;61;15;0;24;;62
su 7 heinä 2019 10:00;43;0;33;34;110;13;78;40;19;105;76;40;20;111;75;32;0;42;;130
su 7 heinä 2019 11:00;69;0;37;57;213;30;88;69;25;147;157;67;34;163;110;48;0;28;;131
su 7 heinä 2019 12:00;90;0;55;33;159;27;78;96;43;184;130;75;46;232;79;37;0;71;;159
su 7 heinä 2019 13:00;71;0;69;38;113;39;52;111;32;120;97;51;34;131;72;44;0;42;;117
su 7 heinä 2019 14:00;61;0;57;44;140;30;70;50;42;203;151;69;37;137;73;66;0;57;;128
su 7 heinä 2019 15:00;82;0;64;100;159;28;95;51;44;185;156;62;48;209;116;69;0;71;;178
su 7 heinä 2019 16:00;98;0;56;68;144;23;114;62;36;180;144;82;42;231;106;83;0;62;;194
su 7 heinä 2019 17:00;73;0;35;63;186;22;90;59;32;172;124;76;37;184;111;77;0;46;;171
su 7 heinä 2019 18:00;56;0;43;59;119;16;68;40;29;158;131;69;40;194;96;55;0;40;;145
su 7 heinä 2019 19:00;31;0;26;50;128;24;57;30;23;117;71;54;23;115;52;46;0;33;;122
su 7 heinä 2019 20:00;33;0;31;28;99;15;61;25;14;92;66;39;29;132;70;44;0;26;;102
su 7 heinä 2019 21:00;19;0;24;23;62;14;43;17;21;81;41;37;26;85;52;31;0;32;;55
su 7 heinä 2019 22:00;12;0;9;21;35;10;33;8;11;44;20;16;15;47;36;26;0;19;;39
su 7 heinä 2019 23:00;1;0;11;8;26;2;8;6;6;26;12;8;7;24;15;28;0;11;;27
ma 8 heinä 2019 00:00;2;0;2;2;15;0;5;0;1;11;3;3;1;10;12;16;0;0;;10
ma 8 heinä 2019 01:00;0;0;0;2;6;1;5;1;1;10;2;4;1;6;7;9;0;1;;10
ma 8 heinä 2019 02:00;1;0;5;1;4;1;2;0;1;4;1;1;2;4;2;7;0;0;;6
ma 8 heinä 2019 03:00;0;0;0;2;7;2;1;1;0;4;0;1;0;2;4;11;0;0;;4
ma 8 heinä 2019 04:00;0;0;14;9;6;3;0;0;0;5;6;1;0;2;8;16;0;10;;16
ma 8 heinä 2019 05:00;5;0;18;7;11;3;16;10;11;15;14;11;1;8;10;5;0;19;;24
ma 8 heinä 2019 06:00;54;0;87;32;71;33;94;32;70;71;69;87;29;56;62;19;0;117;;123
ma 8 heinä 2019 07:00;114;0;173;87;157;42;147;32;144;171;203;192;64;174;107;30;0;223;;273
ma 8 heinä 2019 08:00;154;0;168;141;285;53;184;43;140;283;148;156;50;285;164;74;0;201;;382
ma 8 heinä 2019 09:00;97;0;76;95;268;24;99;26;59;206;118;93;43;256;182;69;0;92;;256
ma 8 heinä 2019 10:00;70;0;60;61;151;13;75;8;35;233;64;48;27;156;111;62;0;80;;142
ma 8 heinä 2019 11:00;59;0;50;55;202;23;86;58;32;125;87;48;29;140;129;70;0;69;;138
ma 8 heinä 2019 12:00;72;0;50;142;230;26;84;18;37;153;88;47;38;239;151;65;0;67;;184
ma 8 heinä 2019 13:00;68;0;53;75;243;27;78;13;53;168;100;63;39;207;141;90;0;77;;185
ma 8 heinä 2019 14:00;82;0;75;86;247;16;118;18;40;169;138;73;54;222;189;117;0;84;;87
ma 8 heinä 2019 15:00;128;0;157;126;341;46;193;34;113;269;235;172;74;289;252;127;0;176;;328
ma 8 heinä 2019 16:00;214;0;187;169;471;83;200;119;145;352;267;222;98;443;323;129;0;205;;486
ma 8 heinä 2019 17:00;185;0;195;184;411;65;227;117;126;384;240;166;96;434;335;149;0;195;;410
ma 8 heinä 2019 18:00;160;0;123;117;354;41;150;107;83;313;205;140;58;376;233;117;0;102;;356
ma 8 heinä 2019 19:00;91;0;60;67;163;22;95;53;61;100;90;71;41;132;128;70;0;76;;126
ma 8 heinä 2019 20:00;64;0;54;46;114;24;57;38;32;120;89;59;38;113;98;61;0;62;;116
ma 8 heinä 2019 21:00;33;0;33;20;80;13;41;16;22;71;44;44;17;80;68;45;0;36;;79
ma 8 heinä 2019 22:00;18;0;25;13;28;1;24;18;10;20;10;17;14;49;29;23;0;24;;30
ma 8 heinä 2019 23:00;7;0;4;10;18;2;7;8;3;17;12;6;2;14;17;12;0;14;;13
ti 9 heinä 2019 00:00;1;0;4;9;14;6;5;2;1;9;2;3;1;10;8;6;0;2;;9
ti 9 heinä 2019 01:00;2;0;0;2;7;1;4;0;1;2;3;3;0;5;7;7;0;2;;4
ti 9 heinä 2019 02:00;1;0;2;0;5;2;1;0;2;14;0;0;0;1;4;7;0;4;;5
ti 9 heinä 2019 03:00;0;0;3;1;2;2;1;0;0;0;0;0;0;6;5;1;0;2;;1
ti 9 heinä 2019 04:00;0;0;8;5;4;1;3;0;3;4;1;2;2;2;1;7;0;7;;12
ti 9 heinä 2019 05:00;7;0;26;7;15;6;15;5;9;19;15;9;3;10;7;11;0;21;;21
ti 9 heinä 2019 06:00;49;0;105;37;71;22;107;43;90;52;89;86;26;70;55;9;0;134;;149
ti 9 heinä 2019 07:00;132;0;172;91;147;46;132;99;143;162;175;194;60;173;104;37;0;213;;266
ti 9 heinä 2019 08:00;168;0;179;142;261;49;187;80;117;283;159;149;55;289;189;54;0;194;;340
ti 9 heinä 2019 09:00;116;0;67;105;224;16;102;39;62;212;109;92;34;242;176;71;0;115;;269
ti 9 heinä 2019 10:00;50;0;50;63;165;16;79;22;31;103;84;53;18;182;117;61;0;58;;150
ti 9 heinä 2019 11:00;66;0;51;53;164;24;74;34;41;108;103;56;34;162;116;74;0;68;;136
ti 9 heinä 2019 12:00;67;0;37;76;229;24;72;32;40;153;81;47;40;158;144;87;0;56;;167
ti 9 heinä 2019 13:00;70;0;47;72;195;26;61;84;43;142;114;83;38;173;136;105;0;74;;164
ti 9 heinä 2019 14:00;80;0;84;101;234;19;77;47;51;162;101;88;34;228;155;105;0;86;;201
